datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO_lag_1,CO_lag_2,CO_lag_3,CO_lag_24,NO2_lag_1,NO2_lag_2,NO2_lag_3,NO2_lag_24,hour,day_of_week,month
2004-03-26 12:00:00,2.0,1099.0,181.0,11.0,1014.0,112.0,948.0,97.0,1503.0,868.0,19.2,27.1,0.5976,2.7,3.1,3.8,1.3,121.0,119.0,114.0,88.0,12,4,3
2004-03-26 13:00:00,2.3,1106.0,211.0,12.5,1068.0,116.0,915.0,99.0,1535.0,874.0,19.1,26.2,0.5741,2.0,2.7,3.1,2.0,97.0,121.0,119.0,96.0,13,4,3
2004-03-26 14:00:00,1.9,1009.0,199.0,8.4,916.0,103.0,1015.0,85.0,1391.0,738.0,16.3,30.8,0.5683,2.3,2.0,2.7,1.9,99.0,97.0,121.0,81.0,14,4,3
2004-03-26 15:00:00,1.3,962.0,81.0,5.3,776.0,89.0,1152.0,75.0,1279.0,550.0,14.2,36.8,0.5922,1.9,2.3,2.0,1.9,85.0,99.0,97.0,92.0,15,4,3
2004-03-26 16:00:00,1.9,1093.0,143.0,8.8,933.0,112.0,976.0,87.0,1454.0,777.0,13.4,41.0,0.6292,1.3,1.9,2.3,2.2,75.0,85.0,99.0,105.0,16,4,3
2004-03-26 17:00:00,2.3,1180.0,247.0,11.2,1023.0,127.0,886.0,102.0,1588.0,966.0,14.2,43.3,0.6982,1.9,1.3,1.9,2.0,87.0,75.0,85.0,88.0,17,4,3
2004-03-26 18:00:00,2.4,1168.0,239.0,11.6,1037.0,125.0,868.0,105.0,1580.0,990.0,12.1,45.6,0.6403,2.3,1.9,1.3,2.9,102.0,87.0,75.0,103.0,18,4,3
2004-03-26 19:00:00,2.7,1168.0,267.0,12.4,1063.0,120.0,876.0,98.0,1540.0,944.0,10.4,48.0,0.6046,2.4,2.3,1.9,5.2,105.0,102.0,87.0,141.0,19,4,3
2004-03-26 20:00:00,2.6,1140.0,261.0,10.6,1000.0,120.0,916.0,93.0,1490.0,962.0,10.0,51.1,0.628,2.7,2.4,2.3,4.6,98.0,105.0,102.0,133.0,20,4,3
2004-03-26 21:00:00,1.5,1001.0,97.0,6.0,811.0,99.0,1097.0,91.0,1308.0,778.0,9.8,50.8,0.6172,2.6,2.7,2.4,2.5,93.0,98.0,105.0,119.0,21,4,3
2004-03-26 22:00:00,1.2,953.0,66.0,4.6,743.0,79.0,1185.0,85.0,1252.0,690.0,9.7,50.4,0.6063,1.5,2.6,2.7,1.5,91.0,93.0,98.0,106.0,22,4,3
2004-03-26 23:00:00,1.1,972.0,60.0,4.1,715.0,66.0,1237.0,74.0,1258.0,644.0,9.9,50.2,0.6103,1.2,1.5,2.6,1.2,85.0,91.0,93.0,92.0,23,4,3
2004-03-27 00:00:00,1.5,1021.0,77.0,5.2,776.0,94.0,1144.0,87.0,1307.0,753.0,9.4,53.4,0.63,1.1,1.2,1.5,1.7,74.0,85.0,91.0,97.0,0,5,3
2004-03-27 01:00:00,1.0,940.0,57.0,3.2,664.0,70.0,1290.0,79.0,1232.0,646.0,8.6,57.8,0.6488,1.5,1.1,1.2,1.4,87.0,74.0,85.0,91.0,1,5,3
2004-03-27 02:00:00,1.2,1046.0,65.0,4.5,736.0,75.0,1142.0,78.0,1312.0,838.0,8.1,62.1,0.6746,1.0,1.5,1.1,1.2,79.0,87.0,74.0,83.0,2,5,3
2004-03-27 03:00:00,1.1,1026.0,59.0,3.8,699.0,66.0,1191.0,70.5,1292.0,851.0,7.9,63.5,0.6777,1.2,1.0,1.5,0.6,78.0,79.0,87.0,71.0,3,5,3
2004-03-27 04:00:00,0.9500000000000001,983.0,48.0,3.8,698.0,57.0,1209.0,63.0,1296.0,801.0,7.4,64.8,0.6683,1.1,1.2,1.0,0.7,70.5,78.0,79.0,59.0,4,5,3
2004-03-27 05:00:00,0.8,915.0,27.0,1.9,578.0,32.0,1417.0,48.0,1212.0,665.0,8.2,58.9,0.6444,0.9500000000000001,1.1,1.2,0.8,63.0,70.5,78.0,73.0,5,5,3
2004-03-27 06:00:00,0.9,935.0,25.0,2.4,615.0,54.0,1373.0,59.0,1250.0,717.0,6.3,66.6,0.641,0.8,0.9500000000000001,1.1,0.9,48.0,63.0,70.5,78.0,6,5,3
2004-03-27 07:00:00,1.1,976.0,42.0,3.3,669.0,68.0,1270.0,65.0,1266.0,795.0,7.2,62.9,0.6396,0.9,0.8,0.9500000000000001,1.6,59.0,48.0,63.0,90.0,7,5,3
2004-03-27 08:00:00,1.5,1124.0,78.0,6.7,842.0,98.0,1050.0,71.0,1418.0,936.0,7.2,63.9,0.65,1.1,0.9,0.8,3.4,65.0,59.0,48.0,110.0,8,5,3
2004-03-27 09:00:00,1.8,1163.0,128.0,8.5,919.0,128.0,922.0,84.0,1530.0,1076.0,11.1,50.5,0.6654,1.5,1.1,0.9,3.8,71.0,65.0,59.0,114.0,9,5,3
2004-03-27 10:00:00,2.1,1167.0,184.0,9.7,966.0,129.0,942.0,93.0,1520.0,1016.0,15.5,36.1,0.6313,1.8,1.5,1.1,3.1,84.0,71.0,65.0,119.0,10,5,3
2004-03-27 11:00:00,2.1,1121.0,156.0,9.4,955.0,130.0,992.0,99.0,1451.0,834.0,17.8,29.2,0.592,2.1,1.8,1.5,2.7,93.0,84.0,71.0,121.0,11,5,3
2004-03-27 12:00:00,1.9,1071.0,176.0,9.0,940.0,111.0,994.0,93.0,1449.0,756.0,17.6,30.1,0.6013,2.1,2.1,1.8,2.0,99.0,93.0,84.0,97.0,12,5,3
2004-03-27 13:00:00,2.1,1065.0,232.0,10.0,979.0,106.0,950.0,96.0,1467.0,766.0,19.1,26.8,0.5861,1.9,2.1,2.1,2.3,93.0,99.0,93.0,99.0,13,5,3
2004-03-27 14:00:00,2.5,1157.0,305.0,12.6,1072.0,137.0,888.0,114.0,1596.0,905.0,17.7,28.6,0.5735,2.1,1.9,2.1,1.9,96.0,93.0,99.0,85.0,14,5,3
2004-03-27 15:00:00,1.9,1046.0,150.0,7.6,883.0,113.0,1051.0,101.0,1357.0,765.0,17.8,28.4,0.5737,2.5,2.1,1.9,1.3,114.0,96.0,93.0,75.0,15,5,3
2004-03-27 16:00:00,2.2,1147.0,188.0,11.8,1042.0,122.0,934.0,108.0,1538.0,830.0,18.7,26.0,0.5555,1.9,2.5,2.1,1.9,101.0,114.0,96.0,87.0,16,5,3
2004-03-27 17:00:00,2.3,1119.0,221.0,11.2,1022.0,137.0,916.0,117.0,1508.0,853.0,17.1,31.3,0.6038,2.2,1.9,2.5,2.3,108.0,101.0,114.0,102.0,17,5,3
2004-03-27 18:00:00,2.7,1210.0,219.0,12.4,1062.0,165.0,886.0,125.0,1586.0,981.0,15.8,36.1,0.644,2.3,2.2,1.9,2.4,117.0,108.0,101.0,105.0,18,5,3
2004-03-27 19:00:00,3.0,1306.0,306.0,12.9,1079.0,196.0,827.0,133.0,1621.0,1286.0,14.7,40.1,0.6657,2.7,2.3,2.2,2.7,125.0,117.0,108.0,98.0,19,5,3
2004-03-27 20:00:00,2.8,1258.0,270.0,12.2,1057.0,174.0,841.0,119.0,1633.0,1244.0,13.6,44.9,0.6991,3.0,2.7,2.3,2.6,133.0,125.0,117.0,93.0,20,5,3
2004-03-27 21:00:00,2.2,1148.0,231.0,8.8,930.0,140.0,948.0,107.0,1475.0,1056.0,12.5,48.1,0.6946,2.8,3.0,2.7,1.5,119.0,133.0,125.0,91.0,21,5,3
2004-03-27 22:00:00,1.6,1108.0,125.0,6.8,848.0,102.0,1023.0,96.0,1421.0,1003.0,11.8,50.8,0.7042,2.2,2.8,3.0,1.2,107.0,119.0,133.0,85.0,22,5,3
2004-03-27 23:00:00,2.1,1231.0,122.0,8.6,924.0,130.0,906.0,105.0,1483.0,1245.0,10.9,56.1,0.7326,1.6,2.2,2.8,1.1,96.0,107.0,119.0,74.0,23,5,3
2004-03-28 00:00:00,2.3,1293.0,161.0,8.9,937.0,121.0,930.0,102.0,1464.0,1200.0,10.9,55.9,0.7277,2.1,1.6,2.2,1.5,105.0,96.0,107.0,87.0,0,6,3
2004-03-28 01:00:00,2.3,1274.0,101.0,8.3,912.0,111.0,939.0,97.0,1451.0,1188.0,10.3,58.1,0.7278,2.3,2.1,1.6,1.0,102.0,105.0,96.0,79.0,1,6,3
2004-03-28 02:00:00,1.7,1135.0,95.0,6.3,827.0,87.0,1013.0,79.0,1395.0,1070.0,9.3,62.2,0.7294,2.3,2.3,2.1,1.2,97.0,102.0,105.0,78.0,2,6,3
2004-03-28 03:00:00,2.2,1151.0,129.0,8.3,911.0,82.0,935.0,74.0,1501.0,1075.0,8.2,66.7,0.7276,1.7,2.3,2.3,1.1,79.0,97.0,102.0,70.5,3,6,3
2004-03-28 04:00:00,1.3,1010.0,96.0,5.1,769.0,77.0,1110.0,69.0,1396.0,895.0,8.3,64.9,0.7124,2.2,1.7,2.3,0.9500000000000001,74.0,79.0,97.0,63.0,4,6,3
2004-03-28 05:00:00,0.8,870.0,54.0,2.6,626.0,39.0,1325.0,52.0,1284.0,755.0,9.6,58.5,0.7,1.3,2.2,1.7,0.8,69.0,74.0,79.0,48.0,5,6,3
2004-03-28 06:00:00,1.1,983.0,63.0,3.6,688.0,77.0,1251.0,62.0,1342.0,806.0,7.7,66.4,0.699,0.8,1.3,2.2,0.9,52.0,69.0,74.0,59.0,6,6,3
2004-03-28 07:00:00,1.4,995.0,72.0,3.6,691.0,91.0,1219.0,69.0,1321.0,836.0,7.4,68.0,0.7043,1.1,0.8,1.3,1.1,62.0,52.0,69.0,65.0,7,6,3
2004-03-28 08:00:00,1.3,1024.0,91.0,4.7,747.0,105.0,1136.0,75.0,1382.0,897.0,9.7,58.6,0.7035,1.4,1.1,0.8,1.5,69.0,62.0,52.0,71.0,8,6,3
2004-03-28 09:00:00,1.9,1163.0,127.0,7.5,880.0,133.0,959.0,83.0,1486.0,1073.0,12.5,50.1,0.7242,1.3,1.4,1.1,1.8,75.0,69.0,62.0,84.0,9,6,3
2004-03-28 10:00:00,2.3,1218.0,193.0,9.0,938.0,128.0,918.0,94.0,1501.0,1088.0,16.8,36.9,0.7018,1.9,1.3,1.4,2.1,83.0,75.0,69.0,93.0,10,6,3
2004-03-28 11:00:00,2.3,1210.0,188.0,9.5,958.0,126.0,933.0,96.0,1514.0,1036.0,19.2,31.3,0.6887,2.3,1.9,1.3,2.1,94.0,83.0,75.0,99.0,11,6,3
2004-03-28 12:00:00,1.8,1114.0,151.0,7.7,887.0,92.0,1020.0,86.0,1438.0,768.0,21.3,26.4,0.6607,2.3,2.3,1.9,1.9,96.0,94.0,83.0,93.0,12,6,3
2004-03-28 13:00:00,1.4,995.0,103.0,5.7,796.0,66.0,1159.0,72.0,1287.0,587.0,21.2,23.1,0.5768,1.8,2.3,2.3,2.1,86.0,96.0,94.0,96.0,13,6,3
2004-03-28 14:00:00,1.0,927.0,55.0,3.8,700.0,50.0,1285.0,53.0,1189.0,452.0,18.6,25.0,0.5319,1.4,1.8,2.3,2.5,72.0,86.0,96.0,114.0,14,6,3
2004-03-28 15:00:00,1.4,1002.0,104.0,4.8,754.0,70.0,1189.0,65.0,1260.0,470.0,18.0,27.3,0.5594,1.0,1.4,1.8,1.9,53.0,72.0,86.0,101.0,15,6,3
2004-03-28 16:00:00,1.3,987.0,116.0,4.3,727.0,73.0,1213.0,70.0,1244.0,502.0,18.2,28.3,0.5848,1.4,1.0,1.4,2.2,65.0,53.0,72.0,108.0,16,6,3
2004-03-28 17:00:00,1.3,993.0,93.0,4.1,714.0,77.0,1217.0,75.0,1238.0,516.0,17.0,31.4,0.6048,1.3,1.4,1.0,2.3,70.0,65.0,53.0,117.0,17,6,3
2004-03-28 18:00:00,1.4,1012.0,93.0,4.7,746.0,86.0,1174.0,86.0,1301.0,555.0,15.6,35.0,0.617,1.3,1.3,1.4,2.7,75.0,70.0,65.0,125.0,18,6,3
2004-03-28 19:00:00,1.9,1114.0,155.0,6.2,823.0,93.0,1068.0,94.0,1357.0,671.0,14.1,40.2,0.6438,1.4,1.3,1.3,3.0,86.0,75.0,70.0,133.0,19,6,3
2004-03-28 20:00:00,1.8,1093.0,115.0,5.5,789.0,105.0,1102.0,103.0,1329.0,788.0,13.4,43.2,0.6623,1.9,1.4,1.3,2.8,94.0,86.0,75.0,119.0,20,6,3
2004-03-28 21:00:00,1.1,968.0,75.0,3.3,669.0,67.0,1261.0,81.0,1246.0,538.0,12.3,46.8,0.6686,1.8,1.9,1.4,2.2,103.0,94.0,86.0,107.0,21,6,3
2004-03-28 22:00:00,1.1,960.0,65.0,3.2,666.0,63.0,1266.0,80.0,1224.0,544.0,11.9,46.5,0.6449,1.1,1.8,1.9,1.6,81.0,103.0,94.0,96.0,22,6,3
2004-03-28 23:00:00,1.1,942.0,57.0,2.9,648.0,63.0,1300.0,77.0,1204.0,500.0,11.5,46.6,0.6319,1.1,1.1,1.8,2.1,80.0,81.0,103.0,105.0,23,6,3
2004-03-29 00:00:00,0.9,888.0,40.0,2.2,598.0,46.0,1396.0,58.0,1156.0,417.0,10.6,48.0,0.6135,1.1,1.1,1.1,2.3,77.0,80.0,81.0,102.0,0,0,3
2004-03-29 01:00:00,0.6,818.0,27.0,1.3,524.0,21.0,1588.0,31.0,1071.0,341.0,10.7,45.8,0.5895,0.9,1.1,1.1,2.3,58.0,77.0,80.0,97.0,1,0,3
2004-03-29 02:00:00,0.5,840.0,23.0,1.1,509.0,22.0,1643.0,38.0,1076.0,352.0,10.4,46.6,0.5901,0.6,0.9,1.1,1.7,31.0,58.0,77.0,79.0,2,0,3
2004-03-29 03:00:00,0.7,894.0,28.0,1.3,524.0,30.5,1557.0,48.5,1095.0,397.0,10.1,47.8,0.5913,0.5,0.6,0.9,2.2,38.0,31.0,58.0,74.0,3,0,3
2004-03-29 04:00:00,0.6,864.0,21.0,1.2,516.0,39.0,1496.0,59.0,1153.0,502.0,11.3,46.9,0.628,0.7,0.5,0.6,1.3,48.5,38.0,31.0,69.0,4,0,3
2004-03-29 05:00:00,0.7,898.0,33.0,1.7,559.0,55.0,1441.0,70.0,1180.0,648.0,10.1,51.2,0.6341,0.6,0.7,0.5,0.8,59.0,48.5,38.0,52.0,5,0,3
2004-03-29 06:00:00,0.9,946.0,40.0,2.9,643.0,76.0,1309.0,75.0,1232.0,760.0,9.9,50.7,0.6167,0.7,0.6,0.7,1.1,70.0,59.0,48.5,62.0,6,0,3
2004-03-29 07:00:00,2.9,1309.0,279.0,14.3,1125.0,181.0,844.0,103.0,1687.0,1183.0,8.1,56.8,0.615,0.9,0.7,0.6,1.4,75.0,70.0,59.0,69.0,7,0,3
2004-03-29 08:00:00,4.1,1326.0,743.0,19.7,1289.0,259.0,714.0,134.0,1806.0,1431.0,10.9,44.1,0.5748,2.9,0.9,0.7,1.3,103.0,75.0,70.0,75.0,8,0,3
2004-03-29 09:00:00,1.5,966.0,147.0,5.5,786.0,118.0,1111.0,98.0,1258.0,705.0,11.8,37.6,0.5184,4.1,2.9,0.9,1.9,134.0,103.0,75.0,83.0,9,0,3
2004-03-29 10:00:00,1.5,975.0,97.0,5.6,793.0,119.0,1133.0,97.0,1254.0,637.0,13.9,33.2,0.5222,1.5,4.1,2.9,2.3,98.0,134.0,103.0,94.0,10,0,3
2004-03-29 11:00:00,1.5,988.0,118.0,5.8,803.0,123.0,1105.0,98.0,1293.0,658.0,15.6,30.1,0.5285,1.5,1.5,4.1,2.3,97.0,98.0,134.0,96.0,11,0,3
2004-03-29 12:00:00,1.4,971.0,91.0,5.5,786.0,92.0,1129.0,78.0,1272.0,546.0,16.5,29.0,0.5406,1.5,1.5,1.5,1.8,98.0,97.0,98.0,86.0,12,0,3
2004-03-29 13:00:00,1.6,1010.0,146.0,6.5,833.0,91.0,1070.0,83.0,1332.0,561.0,17.5,27.9,0.5517,1.4,1.5,1.5,1.4,78.0,98.0,97.0,72.0,13,0,3
2004-03-29 14:00:00,1.5,984.0,139.0,5.5,790.0,103.0,1131.0,92.0,1268.0,532.0,17.9,26.8,0.5446,1.6,1.4,1.5,1.0,83.0,78.0,98.0,53.0,14,0,3
2004-03-29 15:00:00,1.4,962.0,155.0,5.2,776.0,102.0,1131.0,81.0,1247.0,535.0,18.2,26.1,0.5387,1.5,1.6,1.4,1.4,92.0,83.0,78.0,65.0,15,0,3
2004-03-29 16:00:00,1.5,1012.0,128.0,5.8,801.0,94.0,1098.0,90.0,1289.0,525.0,18.0,27.1,0.5522,1.4,1.5,1.6,1.3,81.0,92.0,83.0,70.0,16,0,3
2004-03-29 17:00:00,1.9,1058.0,166.0,7.9,896.0,98.0,996.0,95.0,1358.0,603.0,17.0,28.9,0.5558,1.5,1.4,1.5,1.3,90.0,81.0,92.0,75.0,17,0,3
2004-03-29 18:00:00,2.5,1173.0,299.0,10.2,985.0,126.0,905.0,114.0,1477.0,802.0,16.1,31.3,0.568,1.9,1.5,1.4,1.4,95.0,90.0,81.0,86.0,18,0,3
2004-03-29 19:00:00,2.1,1127.0,163.0,8.2,907.0,108.0,957.0,106.0,1404.0,796.0,14.5,35.4,0.5839,2.5,1.9,1.5,1.9,114.0,95.0,90.0,94.0,19,0,3
2004-03-29 20:00:00,1.6,1020.0,154.0,5.7,797.0,95.0,1066.0,99.0,1302.0,689.0,13.2,37.9,0.5733,2.1,2.5,1.9,1.8,106.0,114.0,95.0,103.0,20,0,3
2004-03-29 21:00:00,1.2,949.0,80.0,3.8,700.0,78.0,1221.0,90.0,1178.0,553.0,13.1,34.4,0.517,1.6,2.1,2.5,1.1,99.0,106.0,114.0,81.0,21,0,3
2004-03-29 22:00:00,1.1,930.0,58.0,4.0,710.0,61.0,1278.0,82.0,1137.0,509.0,13.5,28.5,0.4405,1.2,1.6,2.1,1.1,90.0,99.0,106.0,80.0,22,0,3
2004-03-29 23:00:00,1.0,900.0,55.0,2.8,643.0,55.0,1339.0,74.0,1089.0,455.0,12.4,31.9,0.4583,1.1,1.2,1.6,1.1,82.0,90.0,99.0,77.0,23,0,3
2004-03-30 00:00:00,1.0,899.0,33.0,2.6,630.0,57.0,1418.0,76.0,1050.0,425.0,13.1,26.8,0.4023,1.0,1.1,1.2,0.9,74.0,82.0,90.0,58.0,0,1,3
2004-03-30 01:00:00,0.7,866.0,33.0,1.8,569.0,41.0,1468.0,66.0,1055.0,436.0,11.6,33.6,0.4595,1.0,1.0,1.1,0.6,76.0,74.0,82.0,31.0,1,1,3
2004-03-30 02:00:00,0.7,900.0,32.0,1.7,563.0,46.0,1402.0,73.0,1130.0,618.0,10.5,42.9,0.5442,0.7,1.0,1.0,0.5,66.0,76.0,74.0,38.0,2,1,3
2004-03-30 03:00:00,0.8,949.0,25.0,1.4,540.0,43.5,1457.0,71.0,1104.0,747.0,11.7,38.7,0.5298,0.7,0.7,1.0,0.7,73.0,66.0,76.0,48.5,3,1,3
2004-03-30 04:00:00,0.75,897.0,29.0,1.3,529.0,41.0,1462.0,69.0,1101.0,693.0,12.2,37.2,0.5277,0.8,0.7,0.7,0.6,71.0,73.0,66.0,59.0,4,1,3
2004-03-30 05:00:00,0.7,956.0,26.0,2.3,605.0,52.0,1341.0,71.0,1117.0,691.0,12.9,33.9,0.5037,0.75,0.8,0.7,0.7,69.0,71.0,73.0,70.0,5,1,3
2004-03-30 06:00:00,1.1,1054.0,86.0,5.3,779.0,111.0,1080.0,98.0,1266.0,1013.0,11.3,40.3,0.5376,0.7,0.75,0.8,0.9,71.0,69.0,71.0,75.0,6,1,3
2004-03-30 07:00:00,2.6,1343.0,294.0,13.4,1096.0,191.0,839.0,115.0,1587.0,1311.0,11.9,38.4,0.5341,1.1,0.7,0.75,2.9,98.0,71.0,69.0,103.0,7,1,3
2004-03-30 08:00:00,4.0,1584.0,664.0,23.8,1399.0,244.0,642.0,130.0,1947.0,1675.0,13.3,35.6,0.5416,2.6,1.1,0.7,4.1,115.0,98.0,71.0,134.0,8,1,3
2004-03-30 09:00:00,4.2,1556.0,695.0,21.5,1337.0,283.0,674.0,150.0,1852.0,1689.0,16.3,28.8,0.5305,4.0,2.6,1.1,1.5,130.0,115.0,98.0,98.0,9,1,3
2004-03-30 10:00:00,4.7,1565.0,735.0,21.0,1324.0,320.0,695.0,159.0,1872.0,1688.0,17.9,28.2,0.5741,4.2,4.0,2.6,1.5,150.0,130.0,115.0,97.0,10,1,3
2004-03-30 11:00:00,3.9,1429.0,649.0,18.4,1251.0,249.0,734.0,146.0,1754.0,1548.0,18.3,26.6,0.5529,4.7,4.2,4.0,1.5,159.0,150.0,130.0,98.0,11,1,3
2004-03-30 12:00:00,3.7,1419.0,586.0,18.9,1267.0,219.0,742.0,138.0,1763.0,1490.0,20.8,22.5,0.5463,3.9,4.7,4.2,1.4,146.0,159.0,150.0,78.0,12,1,3
2004-03-30 13:00:00,3.4,1373.0,546.0,17.1,1213.0,200.0,791.0,128.0,1711.0,1354.0,22.4,20.0,0.5352,3.7,3.9,4.7,1.6,138.0,146.0,159.0,83.0,13,1,3
2004-03-30 14:00:00,2.2,1185.0,245.0,10.4,992.0,138.0,942.0,97.0,1448.0,1014.0,20.9,21.7,0.5295,3.4,3.7,3.9,1.5,128.0,138.0,146.0,92.0,14,1,3
2004-03-30 15:00:00,1.9,1122.0,178.0,8.0,897.0,118.0,991.0,91.0,1372.0,831.0,19.1,26.5,0.579,2.2,3.4,3.7,1.4,97.0,128.0,138.0,81.0,15,1,3
2004-03-30 16:00:00,1.6,1085.0,130.0,6.2,820.0,99.0,1060.0,81.0,1325.0,699.0,18.1,30.6,0.6295,1.9,2.2,3.4,1.5,91.0,97.0,128.0,90.0,16,1,3
2004-03-30 17:00:00,2.1,1249.0,151.0,9.7,968.0,112.0,874.0,99.0,1527.0,926.0,17.3,34.7,0.6788,1.6,1.9,2.2,1.9,81.0,91.0,97.0,95.0,17,1,3
2004-03-30 18:00:00,2.2,1236.0,272.0,9.6,962.0,117.0,853.0,101.0,1532.0,928.0,15.8,40.4,0.7228,2.1,1.6,1.9,2.5,99.0,81.0,91.0,114.0,18,1,3
2004-03-30 19:00:00,2.7,1334.0,301.0,11.9,1047.0,129.0,815.0,106.0,1638.0,1038.0,15.9,42.0,0.7541,2.2,2.1,1.6,2.1,101.0,99.0,81.0,106.0,19,1,3
2004-03-30 20:00:00,2.4,1264.0,237.0,8.7,928.0,132.0,884.0,102.0,1534.0,1035.0,15.9,43.5,0.779,2.7,2.2,2.1,1.6,106.0,101.0,99.0,99.0,20,1,3
2004-03-30 21:00:00,1.3,1073.0,95.0,4.7,746.0,73.0,1072.0,84.0,1360.0,789.0,15.0,46.1,0.7833,2.4,2.7,2.2,1.2,102.0,106.0,101.0,90.0,21,1,3
2004-03-30 22:00:00,1.2,1053.0,68.0,3.8,701.0,68.0,1147.0,81.0,1323.0,692.0,15.1,44.6,0.7574,1.3,2.4,2.7,1.1,84.0,102.0,106.0,82.0,22,1,3
2004-03-30 23:00:00,1.5,1098.0,101.0,4.7,747.0,80.0,1094.0,91.0,1360.0,764.0,14.9,43.5,0.7302,1.2,1.3,2.4,1.0,81.0,84.0,102.0,74.0,23,1,3
2004-03-31 00:00:00,1.3,1029.0,81.0,3.8,702.0,68.0,1180.0,82.0,1287.0,639.0,14.8,41.0,0.685,1.5,1.2,1.3,1.0,91.0,81.0,84.0,76.0,0,2,3
2004-03-31 01:00:00,1.0,973.0,50.0,2.7,631.0,44.0,1287.0,64.0,1240.0,541.0,14.8,40.8,0.6814,1.3,1.5,1.2,0.7,82.0,91.0,81.0,66.0,1,2,3
2004-03-31 02:00:00,0.9,972.0,66.0,2.8,639.0,47.0,1222.0,70.0,1256.0,678.0,14.8,40.8,0.6834,1.0,1.3,1.5,0.7,64.0,82.0,91.0,73.0,2,2,3
2004-03-31 03:00:00,0.5,832.0,22.0,1.0,496.0,31.0,1613.0,48.0,1066.0,381.0,14.2,36.1,0.5823,0.9,1.0,1.3,0.8,70.0,64.0,82.0,71.0,3,2,3
2004-03-31 04:00:00,0.5,851.0,18.0,0.8,477.0,15.0,1699.0,26.0,1064.0,343.0,14.5,36.1,0.5928,0.5,0.9,1.0,0.75,48.0,70.0,64.0,69.0,4,2,3
2004-03-31 05:00:00,0.6,909.0,31.0,1.5,545.0,44.0,1473.0,58.0,1131.0,436.0,14.6,36.0,0.5947,0.5,0.5,0.9,0.7,26.0,48.0,70.0,71.0,5,2,3
2004-03-31 06:00:00,1.0,1038.0,57.0,3.5,684.0,85.0,1220.0,93.0,1279.0,688.0,14.4,38.5,0.6291,0.6,0.5,0.5,1.1,58.0,26.0,48.0,98.0,6,2,3
2004-03-31 07:00:00,3.1,1636.0,342.0,15.6,1168.0,207.0,721.0,110.0,1926.0,1438.0,13.8,58.2,0.9129,1.0,0.6,0.5,2.6,93.0,58.0,26.0,115.0,7,2,3
2004-03-31 08:00:00,4.1,1580.0,644.0,19.9,1295.0,230.0,639.0,115.0,1957.0,1489.0,13.2,61.1,0.9256,3.1,1.0,0.6,4.0,110.0,93.0,58.0,130.0,8,2,3
2004-03-31 09:00:00,2.2,1262.0,216.0,8.6,924.0,181.0,872.0,125.0,1576.0,1093.0,10.4,74.4,0.9384,4.1,3.1,1.0,4.2,115.0,110.0,93.0,150.0,9,2,3
2004-03-31 10:00:00,1.7,1197.0,117.0,6.5,837.0,144.0,957.0,118.0,1498.0,965.0,11.5,71.0,0.9582,2.2,4.1,3.1,4.7,125.0,115.0,110.0,159.0,10,2,3
2004-03-31 11:00:00,1.9,1277.0,156.0,7.7,886.0,140.0,902.0,109.0,1579.0,1004.0,12.2,70.0,0.9924,1.7,2.2,4.1,3.9,118.0,125.0,115.0,146.0,11,2,3
2004-03-31 12:00:00,2.9,1430.0,332.0,11.3,1025.0,204.0,779.0,123.0,1772.0,1166.0,12.3,73.3,1.0442,1.9,1.7,2.2,3.7,109.0,118.0,125.0,138.0,12,2,3
2004-03-31 13:00:00,2.2,1242.0,232.0,9.1,944.0,149.0,846.0,114.0,1638.0,991.0,11.3,78.1,1.0411,2.9,1.9,1.7,3.4,123.0,109.0,118.0,128.0,13,2,3
2004-03-31 14:00:00,2.6,1349.0,295.0,11.2,1023.0,171.0,804.0,114.0,1748.0,1054.0,13.6,69.2,1.0746,2.2,2.9,1.9,2.2,114.0,123.0,109.0,97.0,14,2,3
2004-03-31 15:00:00,3.1,1390.0,386.0,13.5,1100.0,195.0,755.0,119.0,1799.0,1192.0,14.9,59.3,0.9974,2.6,2.2,2.9,1.9,114.0,114.0,123.0,91.0,15,2,3
2004-03-31 16:00:00,2.3,1224.0,278.0,10.1,980.0,152.0,850.0,111.0,1637.0,1055.0,15.7,50.9,0.8997,3.1,2.6,2.2,1.6,119.0,114.0,114.0,81.0,16,2,3
2004-03-31 17:00:00,2.4,1253.0,263.0,11.3,1026.0,128.0,810.0,103.0,1681.0,1048.0,15.2,52.9,0.9087,2.3,3.1,2.6,2.1,111.0,119.0,114.0,99.0,17,2,3
2004-03-31 18:00:00,2.8,1312.0,322.0,11.8,1041.0,121.0,821.0,103.0,1712.0,1073.0,15.5,50.8,0.8881,2.4,2.3,3.1,2.2,103.0,111.0,119.0,101.0,18,2,3
2004-03-31 19:00:00,2.7,1254.0,226.0,11.5,1033.0,142.0,819.0,107.0,1669.0,1068.0,14.3,52.9,0.8581,2.8,2.4,2.3,2.7,103.0,103.0,111.0,106.0,19,2,3
2004-03-31 20:00:00,2.3,1198.0,221.0,9.3,953.0,131.0,882.0,105.0,1588.0,1019.0,13.2,56.0,0.8446,2.7,2.8,2.4,2.4,107.0,103.0,103.0,102.0,20,2,3
